Round 0: src_acc=0.729526, tgt_acc=0.481250, best_tgt=0.481250
Round 1: src_acc=0.821767, tgt_acc=0.681250, best_tgt=0.681250
Round 2: src_acc=0.877802, tgt_acc=0.637500, best_tgt=0.681250
Round 3: src_acc=0.912284, tgt_acc=0.687500, best_tgt=0.687500
Round 4: src_acc=0.956034, tgt_acc=0.700000, best_tgt=0.700000
Round 5: src_acc=0.938578, tgt_acc=0.637500, best_tgt=0.700000
Round 6: src_acc=0.975216, tgt_acc=0.656250, best_tgt=0.700000
Round 7: src_acc=0.978233, tgt_acc=0.768750, best_tgt=0.768750
Round 8: src_acc=0.985560, tgt_acc=0.700000, best_tgt=0.768750
Round 9: src_acc=0.991164, tgt_acc=0.656250, best_tgt=0.768750
Round 10: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.768750
Round 11: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.768750
Round 12: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.768750
Round 13: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.768750
Round 14: src_acc=1.000000, tgt_acc=0.781250, best_tgt=0.781250
Round 15: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.781250
Round 16: src_acc=1.000000, tgt_acc=0.787500, best_tgt=0.787500
Round 17: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.787500
Round 18: src_acc=1.000000, tgt_acc=0.793750, best_tgt=0.793750
Round 19: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 20: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 21: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.793750
Round 22: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.793750
Round 23: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 24: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 25: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 26: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.793750
Round 27: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 28: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 29: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.793750
Round 30: src_acc=1.000000, tgt_acc=0.762500, best_tgt=0.793750
Round 31: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 32: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 33: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 34: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 35: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 36: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 37: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 38: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
Round 39: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.793750
Round 40: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 41: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 42: src_acc=1.000000, tgt_acc=0.743750, best_tgt=0.793750
Round 43: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 44: src_acc=1.000000, tgt_acc=0.737500, best_tgt=0.793750
Round 45: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.793750
Round 46: src_acc=1.000000, tgt_acc=0.775000, best_tgt=0.793750
Round 47: src_acc=1.000000, tgt_acc=0.750000, best_tgt=0.793750
Round 48: src_acc=1.000000, tgt_acc=0.756250, best_tgt=0.793750
Round 49: src_acc=1.000000, tgt_acc=0.768750, best_tgt=0.793750
